key,dev_en
monster_Shork_descriptionKey,"Shork gets his thrills from hunting sharks with his bare hands. With the firm belief that sharks cannot be pirates, nothing enrages him more than a shark with a ship. They say go big or go home, well Shork will stop at nothing, especially if it involves the annihilation of Cavenfish. "
monster_Borjork_nameKey,Borjork
monster_Borjork_descriptionKey,There’s nothing like a battle shout from Borjork to make all the orc soldiers thirsty for blood. He’s the most merciless in the clan and there’s nothing he finds more exhilarating than being on the front line. He’s intimidating to both enemies and fellow soldiers alike.
monster_BonnieBark_nameKey,Bonnie Bark
monster_BonnieBark_descriptionKey,"Bonnie Bark has earned a reputation of being the most cunning in the canine clan, and rightfully so. Highly respected by her mafia brothers, this seductive thief is notorious for using her beauty to get her way. Careful not to flirt, or you’ll be flirting with danger."
monster_CarloCanbino_nameKey,Carlo Canbino
monster_CarloCanbino_descriptionKey,"Carlo Canbino does all the dirty work in the Canine Clan. He’s in charge of paying visits to key monsters in rival clans. However, this massive dog has one weakness: sausages! When offered sausages, he’s instantaneously distracted from his duty."
monster_AlCanine_nameKey,Al Canine
monster_AlCanine_descriptionKey,"Al Canine is the boss in Canine Clan and a master of contraband. Chests, Gold, Cells, you name it, there’s nothing he can’t sell in the black market. Money isn’t a game for Al, he’s shameless in doing whatever he needs to do to eliminate any rival gangs that lower the prices he’s set."
monster_TalostheislandProtector_nameKey,Talos The Island Protector
monster_TalostheislandProtector_descriptionKey,"When this Artifact appeared in Monster Legends, everyone was shaken by its impressive appearance. Ingenica was able to determine that Talos had come from a distant universe and future. She couldn’t, however, discover who the mastermind behind it was, or what its target destruction is."
monster_TalosTheAutomaton_nameKey,Talos The Automaton
monster_TalosTheAutomaton_descriptionKey,"When this Artifact appeared in Monster Legends, everyone was shaken by its impressive appearance. Ingenica was able to determine that Talos had come from a distant universe and future. She couldn’t, however, discover who the mastermind behind it was, or what its target destruction is."
monster_TalosTheForgottenArtifact_nameKey,Talos The Forgotten Artifact
monster_TalosTheForgottenArtifact_descriptionKey,"When this Artifact appeared in Monster Legends, everyone was shaken by its impressive appearance. Ingenica was able to determine that Talos had come from a distant universe and future. She couldn’t, however, discover who the mastermind behind it was, or what its target destruction is."
monster_TheInheritor_nameKey,The Inheritor
monster_TheInheritor_descriptionKey,"Self-proclaimed as The Inheritor to the Throne of Hell, this monster is raising quite a few eyebrows in purgatory. Barbatos has made it clear that he won’t step down anytime soon, but The Inheritor doesn’t seem to listen to him, and has decided to stick around, challenging his every move."
monster_Soulfagous_nameKey,Soulfagous
monster_Soulfagous_descriptionKey,"Hell is a busy place with crazy punishment schedules. To make sure that no one spends a day without suffering, Barbatos has hired a group of Soulfagi. These creatures are the ones to carry condemned souls from one area of punishment to the next."
monster_Legion_nameKey,Legion
monster_Legion_descriptionKey,"In Hell, there are idols too, and Legion is one of the favorite ones for the Underworld Troops. All the fallen angels and hell soldiers come to light up his blue fire before battle to ask for luck. Legion does his job not by helping them, but by dragging down their enemies."
monster_Yamada_nameKey,Yamada
monster_Yamada_descriptionKey,"Yamada is Crissandre’s go-to guy when the team of Battlemages need reinforcements. He’s like their secret weapon! He comes flying over the battlefield, evading enemies’ attacks and healing his allies, just like a miracle."
monster_AlphaCliviast_nameKey,Alpha Cliviast
monster_AlphaCliviast_descriptionKey,"When Clivia spread its spores, everyone collected and destroyed them to make sure it didn’t reproduce. After all, killer plants aren’t something you want to be surrounded by. However, they missed one spore… the strongest of them all, and Alpha Cliviast sprouted from it."
monster_Ixofex_nameKey,Ixofex
monster_Ixofex_descriptionKey,"Always showing up uninvited, this creature was first mistaken for a fallen star and a symbol of good luck. But this venomous parasite from outer space is extremely dangerous, it extracts life from its hosts, and grows exponentially fast."
monster_TitanIxofex_nameKey,Titan Ixofex
monster_Gakora_nameKey,Gakora
monster_Gakora_descriptionKey,"Gakora is always exactly where he’s needed. Known as “The Remover Of Obstacles”, he heals, protects, and empowers his allies in battle. However, Gakora isn’t only a good friend in the battlefield: there’s no one who can tell anecdotes like he does!"
monster_Armole_nameKey,Armole
monster_Armole_descriptionKey,"There are two reasons why Armole enjoys stealing from the rich: 1. Because he can take their Gold and give it to the poor. 2. Because after he’s done his job, he helps himself to their massive pantries, which are always full of delicious treats!"
monster_FurriusRobin_nameKey,Furrius Robin
monster_FurriusRobin_descriptionKey,"Furrius Robin’s motto is: “Hit hard, hit fast, take everything you can, and run as far as you can!” He’s kind of a fragile creature, but he makes sure to hit before he can be hit, that’s how he’ll stay safe."
monster_Rabbish_nameKey,Rabbish
monster_Rabbish_descriptionKey,"Rabbish looks a bit like a pacifist druid covered in amulets but, in truth, all the little objects he carries around with him are more like souvenirs from his adventures. Because of his appearance, he’s usually underestimated as a warrior, but that’s something he uses in his favor!"
monster_Balor_nameKey,Balor
monster_Balor_descriptionKey,"This colossal beast once led a race of giants. When he began abusing his power, they created a potion and hid it in his food. But the potion was so powerful, it caused him to grow a venomous eye. Now anything he looks at is instantly blighted."
monster_Quixote_nameKey,Quixote
monster_Quixote_descriptionKey,"Brave, noble,... and mad as a hatter. This almighty knight is determined to ride his horse, Rocigon, right into the History books. With the help of his squire Panzus, he will make sure that justice triumphs."
monster_Rocigon_nameKey,Rocigon
monster_Rocigon_descriptionKey,"Although a little slow and sometimes clumsy, this loyal creature never leaves Quixote’s side. Where he lacks in speed he makes up for in strength with his powerful mane and hooves tougher than nails: Perfect for taking on any giant."
monster_Panzus_nameKey,Panzus
monster_Panzus_descriptionKey,"The good thing about Quixote having his head in the clouds is that he has his squire Panzus there to bring him back down. With his proverbs and logic, this once peasant worker is faithful in protecting Quixote on his quest and in battle."
monster_Gortak_nameKey,Warmaster Gortak
monster_Gortak_descriptionKey,"Long ago, Gortak was the hero and protector of the miner dwarves, but lately the dwarves and their new leader, General Atum, have been tormented and enslaved by Warthak. Now Gortak is back, determined to crush Warthak and save his dear miners!"
monster_Rabooka_nameKey,Rabooka
monster_Rabooka_descriptionKey,Easter time…again. Another year where everyone is digging holes and ruining rabbit lairs to hide stupid Easter eggs. Another year where it is time for Rabooka to dust off his giant bazooka! It’s an Easter tradition for this moody bunny to take all the Easter eggs he finds in his way and shoot them at his enemies.
monster_Viperhotep_nameKey,Viperhotep
monster_Viperhotep_descriptionKey,"As the apprentice to Isis, Viperhotep used his cunning ways to earn the trust of the Goddess. On her deathbed she gave him her powers trusting he would use it for good. Instead he betrayed her by using his powers for evil and manipulation."
